Name,No.,Gender,YOB,Count
Cebell,6,F,1921,
Clarendon,5,M,1921,
Clarys,5,F,1921,
Cleat,5,M,1921,
Conelia,5,F,1921,
Congress,5,M,1921,
Correan,5,F,1921,
Crate,5,M,1921,
Damus,5,M,1921,
Darlien,5,F,1921,
Dores,5,M,1921,
Earsie,5,M,1921,
Ebbin,5,M,1921,
Ebna,5,F,1921,
Edgbert,5,M,1921,
Edmont,5,M,1921,
Edwell,5,M,1921,
Eldee,5,F,1921,2
Elviria,5,F,1921,
Elze,6,M,1921,
Emel,6,M,1921,
Ermadine,6,F,1921,
Ervy,5,M,1921,
Essfa,6,F,1921,
Eudena,5,F,1921,
Eurania,5,F,1921,
Euree,5,F,1921,
Excell,5,F,1921,
Fidella,5,F,1921,
Flava,5,F,1921,
Floribel,5,F,1921,
Foyster,5,M,1921,
Fredith,5,F,1921,
Freelon,5,M,1921,
Freeman,5,F,1921,
Garnelle,11,F,1921,
Georgiamae,5,F,1921,
Glover,5,F,1921,
Gynith,5,F,1921,
Hansel,5,F,1921,
Hargie,5,M,1921,
Hasel,6,M,1921,
Hellene,9,F,1921,
Hertis,5,M,1921,
Iletta,5,F,1921,
Irland,6,M,1921,
Ivadel,7,F,1921,
Ive,9,M,1921,
Jenola,5,F,1921,
Johnsy,5,F,1921,
Joshie,5,F,1921,
Junietta,5,F,1921,
Justilia,5,F,1921,
Kayoko,5,F,1921,
Kiyomi,6,M,1921,
Lauriston,5,M,1921,
Lejeune,5,M,1921,
Levaun,5,F,1921,
Levert,5,F,1921,
Leycester,5,M,1921,
Lodia,7,F,1921,
Lorence,6,F,1921,
Loycie,5,F,1921,
Luedora,5,F,1921,
Lutrell,5,F,1921,
Luzenia,5,F,1921,
Madgel,5,F,1921,
Maeoma,6,F,1921,
Malden,5,M,1921,
Malvene,7,F,1921,
Manul,5,M,1921,
Maxola,5,F,1921,
Mayree,5,F,1921,
Millison,6,F,1921,
Mitsuru,5,F,1921,
Modie,7,M,1921,
Molton,5,M,1921,
Neff,6,M,1921,
Nevart,6,F,1921,
Oberta,6,F,1921,
Oella,5,F,1921,
Omen,6,M,1921,
Onis,5,F,1921,
Oreen,5,F,1921,
Otome,5,F,1921,
Phinizy,5,M,1921,
Plassie,5,F,1921,
Ranel,6,M,1921,
Reathel,6,M,1921,
Richmon,5,M,1921,
Rosier,5,M,1921,
Rovina,5,F,1921,
Ruella,7,F,1921,
Sabe,5,M,1921,
Sarabel,5,F,1921,
Sherburne,5,M,1921,
Shige,5,M,1921,
Shigemi,6,M,1921,
Sid,5,F,1921,
Sigrun,5,F,1921,
Slavko,5,M,1921,
Somers,5,M,1921,
Soon,5,M,1921,
Tefta,6,F,1921,
Tenora,5,F,1921,
Thirston,6,M,1921,
Thlema,5,F,1921,
Thoris,6,F,1921,
Trinida,5,M,1921,
Uhl,6,M,1921,
Urith,6,F,1921,
Velmo,5,F,1921,
Vermont,7,F,1921,
Vernadeen,5,F,1921,
Vertner,5,M,1921,
Vieda,5,F,1921,
Viella,5,F,1921,
Virginiamae,5,F,1921,
Waldena,5,F,1921,
Waldo,6,F,1921,
Wenola,5,F,1921,
Wilce,5,M,1921,
Williem,5,M,1921,
Willimena,5,F,1921,
Willora,6,F,1921,
Winifrede,6,F,1921,
Wymer,7,M,1921,
Zebdee,5,M,1921,
Zular,5,F,1921,
Zulmira,5,F,1921,
Addia,5,F,1922,2
Adelaid,5,F,1922,2
Alcine,5,F,1922,
Aldah,5,F,1922,
Alletha,6,F,1922,2
Almera,5,F,1922,2
Alwillie,5,F,1922,2
Ambrous,6,M,1922,
Amo,5,M,1922,
Aner,5,F,1922,2
Arlet,5,M,1922,
Atward,5,M,1922,
Beebe,5,M,1922,
Benvinda,5,F,1922,
Bernet,5,M,1922,
Bettee,5,F,1922,
Binford,6,M,1922,
Birdene,6,F,1922,
Carven,5,M,1922,
Challie,5,M,1922,
Chrystell,7,F,1922,
Cleofus,5,M,1922,
Clidy,5,F,1922,
Coreatha,7,F,1922,
Crafton,9,M,1922,
Donaldine,12,F,1922,
Doney,5,F,1922,
Dormilee,6,F,1922,
Druey,5,M,1922,
Drusie,5,F,1922,
Earleene,5,F,1922,
Elbie,5,F,1922,
Eldamae,5,F,1922,
Elderine,5,F,1922,
Eles,5,M,1922,
Ellarine,5,F,1922,
Elloween,5,F,1922,
Elowese,5,F,1922,
Elua,5,F,1922,
Erselle,6,F,1922,
Espie,7,F,1922,
Esteline,5,F,1922,
Eta,5,F,1922,
Ethelen,6,F,1922,
Eurel,5,M,1922,
Felecie,5,F,1922,
Flemmie,5,F,1922,
Fortunate,5,F,1922,
Fostina,5,F,1922,
Fukuichi,7,M,1922,
Galveston,5,M,1922,
Geogia,5,F,1922,
Gillard,5,M,1922,
Glyda,5,F,1922,
Graziano,5,M,1922,
Gyle,5,M,1922,
Haruyoshi,7,M,1922,
Hibbard,5,M,1922,
Higinia,5,F,1922,
Hu,5,M,1922,
Hurel,5,M,1922,
Ilora,6,F,1922,
Issie,6,F,1922,2
Italy,5,M,1922,
Ivola,6,F,1922,
Jaro,5,M,1922,
Juanito,5,F,1922,
Kater,5,M,1922,
Kelmer,5,M,1922,
Laureat,7,M,1922,
Laurentine,5,F,1922,
Leeoma,5,F,1922,
Leester,6,F,1922,
Lewella,5,F,1922,
Lg,5,M,1922,
Lidy,6,F,1922,
Louisa,5,M,1922,
Lural,5,M,1922,
Mahue,6,M,1922,
Marchell,6,M,1922,
Memory,6,M,1922,
Metz,5,M,1922,
Natalino,5,M,1922,
Oakey,5,M,1922,
Odene,5,M,1922,
Oramel,5,M,1922,
Orvind,5,M,1922,
Palmena,5,F,1922,
Pirley,5,F,1922,
Presciliano,5,M,1922,
Raymelle,5,F,1922,
Raymunda,5,F,1922,
Reather,5,M,1922,
Rebecker,6,F,1922,
Regna,5,F,1922,
Relford,5,M,1922,
Revie,5,F,1922,
Rosellar,5,F,1922,
Rosietta,5,F,1922,
Ruthlee,5,F,1922,
Sadelle,6,F,1922,
Sebie,5,M,1922,
Sedgie,5,M,1922,
Severia,5,F,1922,
Shigeyuki,5,F,1922,2
Sparks,5,F,1922,2
Spaulding,6,F,1922,2
Sprague,5,M,1922,
Teenie,5,F,1922,
Tellie,5,M,1922,
Thelman,7,M,1922,
Tokuichi,5,F,1922,2
Tomes,6,F,1922,2
Traverse,5,M,1922,
Tullis,5,M,1922,
Ulesses,5,M,1922,
Uuno,6,F,1922,2
Verald,7,M,1922,
Verrona,5,F,1922,
Versal,5,F,1922,
Vertie,5,F,1922,
Vinona,5,F,1922,
Virgnia,5,F,1922,
Walfrid,5,F,1922,2
Walters,5,F,1922,2
Wanzie,5,F,1922,
Ware,5,F,1922,2
Wheaton,5,M,1922,
Willet,6,F,1922,
Willmer,6,F,1922,
Winsel,5,M,1922,
Worner,5,F,1922,2
Wortha,8,F,1922,
Zellar,5,F,1922,
Adala,5,F,1923,
Adgie,7,F,1923,
Alcaria,6,F,1923,
Alphy,5,M,1923,
Annibale,5,M,1923,
Arbon,7,M,1923,
Ardus,6,F,1923,
Arzilla,5,F,1923,
Av,5,M,1923,
Aves,7,F,1923,
Avola,5,F,1923,
Azelene,6,F,1923,
Bascomb,5,M,1923,
Berdeen,5,F,1923,
Bethea,7,F,1923,
Birchel,7,M,1923,
Blackie,5,M,1923,
Boynton,6,M,1923,
Burdene,5,F,1923,
Burleen,5,F,1923,
Carmelo,5,F,1923,
Caruso,5,M,1923,
Caudie,6,F,1923,
Chitose,6,F,1923,
Chizu,5,F,1923,
Christola,6,F,1923,
Clellie,7,F,1923,2
Clidie,5,F,1923,
Clouis,5,M,1923,
Corneal,5,F,1923,
Crettie,5,F,1923,
Curly,6,F,1923,
Deal,5,M,1923,
Diran,5,M,1923,
Dorah,6,F,1923,
Dorithy,5,F,1923,
Earsell,5,F,1923,
Edma,6,F,1923,
Eliger,5,M,1923,
Ellece,5,F,1923,
Elner,5,M,1923,
Emlyn,5,M,1923,
Emroy,5,M,1923,
Eraine,5,F,1923,
Etalo,5,M,1923,
Everee,5,F,1923,
Feddie,7,F,1923,
Floraida,5,F,1923,
Garden,5,M,1923,
Gehard,5,M,1923,
Gensie,5,F,1923,
Giovina,8,F,1923,
Girthie,6,F,1923,
Haggard,5,M,1923,
Handley,6,M,1923,
Hazzie,5,M,1923,
Hestel,6,F,1923,
Hildah,5,F,1923,
Illinois,5,M,1923,
Imal,5,F,1923,
Ineda,5,F,1923,
Jesucita,5,F,1923,
Lafaun,6,F,1923,
Leavitt,5,M,1923,
Lisbon,5,M,1923,
Loarine,5,F,1923,
Louvada,5,F,1923,
Luevertha,5,F,1923,
Lurlyne,5,F,1923,
Madis,7,F,1923,
Margerett,6,F,1923,
Martharee,6,F,1923,
Melcina,5,F,1923,
Mirle,5,F,1923,
Momoe,5,F,1923,
Monrad,5,M,1923,
Muldrow,6,M,1923,
Musie,5,F,1923,
Nathel,5,F,1923,
Novie,6,M,1923,
Oce,5,M,1923,
Odbert,5,M,1923,
Otway,5,M,1923,
Pannie,5,F,1923,
Parniece,5,F,1923,
Pear,6,F,1923,
Peary,6,M,1923,
Pinkey,6,M,1923,
Plas,5,M,1923,
Pleze,6,M,1923,
Raymah,5,F,1923,
Sankey,5,M,1923,
Shig,6,M,1923,
Shinobu,5,M,1923,
Spencel,5,M,1923,
Splendora,5,F,1923,
Stearl,5,M,1923,
Sterline,5,F,1923,
Thelmar,5,F,1923,
Thessalonia,5,M,1923,
Thiel,5,M,1923,
Thorine,5,F,1923,
Tsutako,5,F,1923,
Udella,5,F,1923,
Varena,8,F,1923,
Vendla,5,F,1923,
Verton,5,M,1923,
Virgus,6,M,1923,
Vivin,5,F,1923,
Voleta,5,F,1923,
Wattie,5,M,1923,
Wellesley,6,M,1923,
Whitford,5,M,1923,
Wolcott,7,M,1923,
Abba,6,F,1924,
Aetna,5,F,1924,
Alford,5,F,1924,
Arillia,5,F,1924,
Arshag,5,M,1924,
Artell,5,F,1924,2
Asao,6,M,1924,
Atline,5,F,1924,
Audley,5,F,1924,
Ausie,5,M,1924,
Baldassare,5,M,1924,
Barnett,6,F,1924,
Beathrice,5,F,1924,
Belua,5,F,1924,
Bethal,6,F,1924,
Bivian,5,M,1924,2
Carnes,5,M,1924,
Chadyeane,5,F,1924,
Chestine,5,M,1924,
Cleone,5,M,1924,
Cloree,5,F,1924,
Clorence,5,M,1924,
Clura,5,F,1924,
Condon,6,M,1924,
Cotha,5,F,1924,
Cozella,6,F,1924,
Dargan,7,M,1924,
Darlynne,5,F,1924,
Derelys,7,F,1924,
Dero,5,M,1924,
Domineck,6,M,1924,
Donner,5,M,1924,
Dorislee,6,F,1924,
Dormalee,5,F,1924,
Elladean,5,F,1924,
Elnara,10,F,1924,
Elouise,5,M,1924,
Emitte,5,M,1924,
Esthermae,11,F,1924,
Eudella,10,F,1924,
Eufaula,11,F,1924,
Farnum,6,M,1924,
Feloniz,13,F,1924,
Flosie,10,F,1924,
Foister,5,M,1924,
Fordie,10,F,1924,
Georgio,10,F,1924,
Gervase,11,F,1924,
Getrudes,10,F,1924,
Gus,10,F,1924,
Hellan,6,F,1924,
Hellan,5,M,1924,
Hopson,5,M,1924,
Hurlie,7,M,1924,
Idoma,5,F,1924,
Idoma,5,M,1924,
Inelle,5,F,1924,2
Inelle,5,M,1924,2
Jenettie,5,F,1924,
Jiggs,5,M,1924,
Jimella,6,F,1924,
Joye,8,M,1924,
Jual,5,M,1924,
Juneve,5,F,1924,
Kanji,6,M,1924,
Kernell,5,M,1924,
Klyda,10,F,1924,
Laeuna,5,F,1924,
Laline,8,F,1924,
Lamb,5,M,1924,
Launia,5,F,1924,
Lauvenia,5,F,1924,
Lavoid,5,M,1924,
Laydell,5,M,1924,
Leady,5,F,1924,
Leronia,6,F,1924,
Levio,5,M,1924,
Loften,5,M,1924,
Lorensa,5,F,1924,
Luena,6,F,1924,
Luvender,5,M,1924,
Luzell,5,F,1924,2
Lyda,5,M,1924,
Maidell,6,F,1924,
Manvil,5,M,1924,
Marieange,5,F,1924,
Maryon,5,M,1924,
Melchora,5,F,1924,
Mellon,5,M,1924,
Mertin,5,M,1924,
Modell,9,M,1924,
Moy,5,F,1924,
Mozter,6,F,1924,
Muggie,5,F,1924,
Myraline,6,F,1924,
Myrdell,5,F,1924,
Myreta,5,F,1924,
Natella,5,F,1924,
Nelvie,5,F,1924,
Noda,6,F,1924,
Normalea,5,F,1924,
Olivett,7,F,1924,
Osler,5,M,1924,
Otley,5,M,1924,
Ovia,7,F,1924,
Parie,5,F,1924,
Phillis,6,M,1924,
Playford,5,M,1924,
Priestly,6,M,1924,
Reby,6,F,1924,
Redmon,5,M,1924,
Renzie,5,M,1924,
Roenia,5,F,1924,
Rosala,5,F,1924,
Rozel,5,M,1924,
Rozellia,5,F,1924,
Sachiyo,5,F,1924,
Sakiko,6,F,1924,
Senaido,8,M,1924,
Stratford,5,M,1924,
Swinton,5,M,1924,
Sybil,5,M,1924,
Tetsuro,6,M,1924,
Thea,5,M,1924,
Thirl,5,M,1924,
Ulyssess,5,M,1924,
Upshur,5,M,1924,
Vernen,7,M,1924,
Wildred,5,M,1924,
Willas,5,M,1924,
Willer,5,M,1924,
Wymond,5,M,1924,
Aloyse,5,F,1925,
Alvina,5,M,1925,
Alwayne,5,F,1925,
Alzata,5,F,1925,
Annies,5,F,1925,
Annil,7,F,1925,
Annunzio,5,M,1925,
Aravella,7,F,1925,
Ardwin,5,M,1925,
Ardy,5,F,1925,
Arleon,5,F,1925,
Aspacia,6,F,1925,
Beaman,5,M,1925,
Bertelle,5,F,1925,
Blon,5,F,1925,
Booker,5,F,1925,
Bufard,6,M,1925,
Clemie,5,M,1925,
Concetta,5,M,1925,
Condie,5,M,1925,
Conferina,5,F,1925,
Cordes,5,M,1925,
Cubia,5,F,1925,
Dorlean,5,F,1925,
Dorth,5,F,1925,
Eardie,5,F,1925,
Earldene,5,F,1925,
Earn,5,M,1925,
Echol,5,M,1925,
Eliose,5,F,1925,
Eluster,6,M,1925,
Emolene,5,F,1925,
Eolia,5,F,1925,
Epolito,5,M,1925,
Ermalea,5,F,1925,
Euguene,5,M,1925,
Evell,8,M,1925,
Everal,5,M,1925,2
Evleyn,5,F,1925,
Exel,5,M,1925,
Fada,5,F,1925,
Fannette,5,F,1925,
Fauniel,5,F,1925,
Ferma,7,F,1925,
Fibbie,5,F,1925,
Floya,5,F,1925,
Fonza,5,M,1925,
Francie,6,M,1925,
Freland,5,M,1925,
Gandolfo,5,M,1925,
Garneta,7,F,1925,
Gayton,5,M,1925,
Gertis,5,M,1925,
Gladis,5,M,1925,
Glafira,5,F,1925,
Goldina,5,F,1925,
Gross,6,M,1925,
Groves,5,M,1925,
Gunvor,5,F,1925,
Guydra,5,F,1925,
Habert,7,M,1925,
Heriberta,5,F,1925,
Hermance,5,F,1925,
Hildia,6,F,1925,
Hilry,5,M,1925,
Hing,5,M,1925,
Ignacita,5,F,1925,
Irline,5,F,1925,
Ithel,5,M,1925,
Ivaline,8,F,1925,
Jesteen,5,F,1925,
Jimey,5,M,1925,
Kaola,5,F,1925,
Kathrean,5,F,1925,
Kilbourne,6,M,1925,
Laveryl,5,F,1925,
Layron,5,M,1925,
Leeward,5,M,1925,
Lilar,6,F,1925,
Luberdie,5,F,1925,
Ludvina,5,F,1925,
Luler,5,F,1925,
Lurlee,5,F,1925,
Luvonia,5,F,1925,
Mannette,6,F,1925,
Marba,6,F,1925,
Marguery,5,F,1925,
Mariejeanne,5,F,1925,
Maythel,6,F,1925,
Melverine,7,F,1925,
Merce,5,M,1925,2
Merdell,5,F,1925,
Monzell,5,F,1925,
Morrel,5,M,1925,
Mozel,5,M,1925,
Muneo,5,M,1925,
Munroe,6,M,1925,
Murdie,5,F,1925,
Myrlee,5,F,1925,
Nerma,5,F,1925,
Nobuye,5,F,1925,
Novela,5,F,1925,
Obeda,5,F,1925,
Olly,5,F,1925,
Orothy,5,F,1925,
Ovalene,6,F,1925,
Ozel,5,F,1925,
Prue,6,M,1925,
Queenell,5,F,1925,
Ralls,5,M,1925,
Ratchel,5,F,1925,
Rebert,5,M,1925,
Remigia,5,F,1925,
Roney,5,F,1925,
Ruther,6,M,1925,
Secundina,5,F,1925,
Selester,5,F,1925,2
Senorina,6,F,1925,
Stanleigh,5,M,1925,
Sydnor,7,M,1925,
Sylbia,5,F,1925,
Tiodora,5,F,1925,
Toribia,6,F,1925,
Valoyce,8,F,1925,
Vancy,6,F,1925,
Varian,5,F,1925,
Vaso,5,M,1925,
Velcie,6,F,1925,
Verlla,5,F,1925,
Vernesteen,6,F,1925,
Virgine,5,F,1925,
Waford,5,M,1925,
Walford,8,M,1925,
Wauline,6,F,1925,
Welty,5,M,1925,
Wilburne,6,M,1925,
Wilford,5,F,1925,
Wilmajean,6,F,1925,
Wilodyne,6,F,1925,
Winchell,5,M,1925,
Zelmarie,6,F,1925,
Zenos,6,M,1925,
Zulla,5,F,1925,
Abrom,6,M,1926,
Albany,5,M,1926,
Alco,5,M,1926,
Alcy,5,F,1926,
Alphones,5,M,1926,
Amile,5,M,1926,
Archille,6,M,1926,
Ardonia,5,F,1926,
Argent,5,F,1926,
Arzona,5,F,1926,
Atrice,5,F,1926,
Audrie,5,M,1926,
Belmeda,6,F,1926,
Berdyne,7,F,1926,
Berwick,5,M,1926,
Burbon,6,M,1926,
Burie,5,M,1926,
Burnese,7,F,1926,
Caeser,6,M,1926,
Cesira,5,F,1926,
Claymon,5,M,1926,
Cloyed,6,M,1926,
Columbia,5,M,1926,
Connell,5,F,1926,
Dathol,6,F,1926,
Delver,6,M,1926,
Deroe,5,M,1926,
Despena,5,F,1926,
Dolorosa,5,F,1926,
Dorcy,6,M,1926,
Dowd,6,M,1926,
Downey,6,M,1926,
Duie,5,M,1926,
Eleanar,5,F,1926,
Elinar,5,F,1926,
Elizbeath,8,F,1926,
Elwin,5,F,1926,
Ereline,5,F,1926,
Ermenia,5,F,1926,
Etsuo,5,M,1926,
Evline,6,F,1926,
Floreta,6,F,1926,
Florio,5,M,1926,
Garnel,5,M,1926,
Georgiena,5,F,1926,
Grovene,6,F,1926,
Gurtrue,5,F,1926,
Gustena,5,F,1926,2
Gwindolyn,5,F,1926,2
Hagood,5,M,1926,
Hazell,6,M,1926,
Hermas,5,M,1926,
Herrel,5,M,1926,
Horold,5,M,1926,
Immogene,5,F,1926,2
Imojene,6,F,1926,2
Jaseph,6,M,1926,
Jaunell,6,F,1926,2
Jauneta,5,F,1926,2
Jewellene,5,F,1926,2
Johney,6,F,1926,2
Jonnye,5,F,1926,2
Kikumi,6,F,1926,2
Lafon,9,M,1926,
Larean,5,F,1926,2
Lavan,5,F,1926,2
Learlene,5,F,1926,2
Lenes,5,M,1926,
Leother,5,F,1926,2
Lethe,5,F,1926,2
Loramae,5,F,1926,2
Lorman,7,M,1926,
Loval,5,M,1926,
Lubell,5,F,1926,
Marvilla,5,F,1926,2
Maydee,5,F,1926,2
Mazle,5,F,1926,2
Melbourn,5,M,1926,
Merrium,5,F,1926,
Monez,7,F,1926,
Murlen,5,M,1926,
Murnie,5,F,1926,
Myrtis,5,M,1926,
Narice,13,F,1926,
Natsuyo,5,F,1926,
Ninabelle,6,F,1926,
Nola,9,M,1926,
Ocella,5,F,1926,
Olin,5,F,1926,
Oplis,5,M,1926,
Orland,5,F,1926,
Oyd,5,M,1926,
Peppino,5,M,1926,
Ralphe,5,M,1926,
Refugia,5,M,1926,
Remigius,5,M,1926,
Ritsuko,6,F,1926,
Ruff,5,M,1926,
Siebert,5,M,1926,
Smead,5,M,1926,
Talmer,5,M,1926,
Truette,5,M,1926,
Vanteen,5,F,1926,
Verlen,6,F,1926,
Verly,5,F,1926,
Vernez,5,F,1926,
Vidala,6,F,1926,
Videll,5,F,1926,
Wilroy,5,M,1926,
Wordie,5,M,1926,
Wortham,5,M,1926,
Ylario,5,M,1926,
Yoshihiko,5,M,1926,
Zenorah,5,F,1926,
Allene,5,M,1927,
Aloa,5,F,1927,
Anease,6,F,1927,
Aniceta,6,F,1927,
Anteo,5,M,1927,
Apolinar,5,F,1927,
Arlener,6,F,1927,
Athlee,5,F,1927,
Bernessia,6,F,1927,
Browder,5,M,1927,
Bubbles,5,F,1927,
Burline,6,F,1927,
Burnes,5,F,1927,
Care,5,M,1927,
Carmaline,5,F,1927,
Cleaston,6,M,1927,
Crescencia,6,F,1927,
Dalhart,8,M,1927,
Dalphus,7,M,1927,
Delmor,5,M,1927,
Demos,5,M,1927,
Donajean,5,F,1927,
Earthy,5,M,1927,
Elsmer,6,M,1927,
Enrriqueta,5,F,1927,
Espanola,6,F,1927,
Ethelbert,5,F,1927,
Eulina,5,F,1927,
Euradell,5,F,1927,
Eurie,5,F,1927,
Floie,5,F,1927,
Forace,6,M,1927,
Fredreck,6,M,1927,
Genena,8,F,1927,
Genva,5,F,1927,
Gladolia,6,F,1927,
Greenville,5,M,1927,
Guistino,5,M,1927,
Gustena,5,M,1927,2
Gwindolyn,5,M,1927,2
Hardee,7,M,1927,
Harlod,5,M,1927,
Haskie,5,M,1927,
Immogene,7,M,1927,2
Imojene,6,M,1927,2
Iralene,5,F,1927,
Isebell,5,F,1927,
Ivell,5,F,1927,
Ivol,6,M,1927,
Iyone,7,F,1927,
Jahala,5,F,1927,
Jaunell,5,M,1927,2
Jauneta,5,M,1927,2
Jemes,5,M,1927,
Jewellene,5,M,1927,2
Jobita,7,F,1927,
Jocephus,6,M,1927,
Johney,5,M,1927,2
Junilla,5,F,1927,
Junor,8,M,1927,
Kellogg,5,M,1927,
Kinji,5,M,1927,
Laurien,5,M,1927,
Leonide,5,M,1927,
Louina,5,F,1927,
Luceile,5,F,1927,
Luedella,5,F,1927,
Luel,5,M,1927,
Luraine,5,F,1927,
Lusio,5,M,1927,
Luvert,5,M,1927,
Maclyn,8,M,1927,
Maerose,5,F,1927,
Mailon,5,M,1927,
Maltie,5,F,1927,
Margelene,5,F,1927,
Marguree,5,F,1927,
Martile,5,F,1927,
Mateel,6,F,1927,
Mcneva,5,F,1927,
Meada,5,F,1927,
Mearline,5,F,1927,
Merce,5,F,1927,2
Mercille,6,F,1927,
Merideth,6,M,1927,
Merlyne,5,F,1927,
Milarain,8,F,1927,
Mirtis,6,F,1927,
Mutsuo,8,M,1927,
Napoleon,5,F,1927,
Novelia,5,F,1927,
Ostell,7,M,1927,
Oveida,7,F,1927,
Pantalion,5,M,1927,
Patrocinio,6,M,1927,
Rass,5,M,1927,
Recie,5,M,1927,
Rosamond,6,M,1927,
Roscoe,5,F,1927,
Rosella,5,M,1927,
Rumell,6,F,1927,
Savada,7,F,1927,
Seaman,5,M,1927,
Seroba,8,F,1927,
South,5,M,1927,
Theoria,7,F,1927,
Tiney,5,M,1927,
Tunny,7,M,1927,
Velois,5,F,1927,
Virble,5,F,1927,
Voncil,6,F,1927,
Willease,5,F,1927,
Agripino,6,M,1928,
Alene,5,M,1928,
Amis,5,M,1928,
Burchel,5,M,1928,
Calman,5,M,1928,
Cleaburn,5,M,1928,
Dolphis,5,M,1928,
Dormon,7,M,1928,
Dorothene,5,F,1928,
Dorrence,6,M,1928,
Eduvijes,5,F,1928,
Elzira,5,F,1928,
Emogine,5,F,1928,
Enloe,6,M,1928,
Ermond,5,M,1928,
Eshter,5,F,1928,
Eulema,5,F,1928,
Geane,7,F,1928,
Geraine,6,F,1928,
Gerldean,5,F,1928,
Gwendell,5,M,1928,
Haskle,5,M,1928,
Hearman,7,M,1928,
Hermond,5,M,1928,
Hilrey,6,M,1928,
Hover,7,M,1928,
Huey,5,F,1928,
Ialene,6,F,1928,
Jacquoline,6,F,1928,
Jeffro,5,M,1928,
Jeroma,5,F,1928,
Jonnye,6,F,1928,2
Kikumi,5,F,1928,2
Larean,5,F,1928,2
Lavan,5,F,1928,2
Lazzaro,5,M,1928,
Learlene,5,F,1928,2
Lenard,7,F,1928,
Leother,5,F,1928,2
Lerald,5,M,1928,
Lethe,7,F,1928,2
Loddie,6,F,1928,2
Loeda,7,F,1928,
Loramae,6,F,1928,2
Louvene,7,F,1928,
Loweta,5,F,1928,
Lowrine,5,F,1928,
Lubby,5,M,1928,
Lubell,6,F,1928,
Macel,5,M,1928,
Marcellyn,6,F,1928,
Margil,6,F,1928,
Marvilla,5,F,1928,2
Maxey,5,F,1928,
Maydee,5,F,1928,2
Mazle,5,F,1928,2
Mederic,5,M,1928,
Merwin,5,F,1928,
Mits,6,M,1928,
Morrey,5,M,1928,
Mun,5,M,1928,2
Olester,5,M,1928,2
Oriole,5,F,1928,
Purlie,5,F,1928,
Raeola,5,F,1928,
Rafaila,5,F,1928,
Ranold,5,M,1928,2
Reecie,5,M,1928,2
Rethal,5,F,1928,
Roddie,5,F,1928,
Rosanell,5,F,1928,
Royster,6,M,1928,2
Rufes,5,M,1928,2
Shack,5,M,1928,2
Shoso,7,M,1928,2
Sytha,5,F,1928,
Thurman,5,F,1928,
Thursie,6,F,1928,
Tircio,5,M,1928,2
Verdel,5,F,1928,2
Vernease,6,F,1928,
Vero,5,M,1928,3
Vitula,6,F,1928,
Wanetah,6,F,1928,
Wynonah,5,F,1928,
Yuvawn,6,F,1928,
Almetter,5,F,1929,2
Autis,5,M,1929,2
Burdie,5,F,1929,2
Chirles,5,M,1929,2
Cleoma,5,F,1929,2
Clydel,5,F,1929,2
Coella,5,F,1929,2
Conde,5,M,1929,2
Delouris,5,F,1929,2
Dolorse,6,F,1929,2
Dunn,5,M,1929,
Edmona,5,F,1929,2
Edora,6,F,1929,2
Edsol,8,M,1929,
Ellawease,5,F,1929,2
Ellawee,6,F,1929,2
Enriquetta,5,F,1929,2
Eralia,5,F,1929,2
Ermma,5,F,1929,2
Eulys,6,M,1929,
Evylene,5,F,1929,2
Faydell,6,F,1929,2
Grandison,5,M,1929,
Gwytha,5,F,1929,2
Heard,5,M,1929,
Helon,5,M,1929,
Hoover,7,F,1929,2
Isabell,5,M,1929,
Itsue,5,F,1929,2
Jarvie,7,M,1929,
Jeanettie,5,F,1929,2
Jeannine,6,M,1929,
Jessa,5,M,1929,
Jetty,6,M,1929,
Lenore,6,M,1929,
Lolo,5,M,1929,
Londo,5,M,1929,
Louard,5,M,1929,
Loyse,8,F,1929,2
Margretha,5,F,1929,2
Mickelena,5,F,1929,2
Miladeen,9,F,1929,2
Monell,5,M,1929,
Nicanora,5,F,1929,2
Norbert,6,F,1929,2
Otello,5,M,1929,
Pearletta,5,F,1929,2
Pomposa,6,F,1929,2
Refujio,5,F,1929,2
Rikio,5,M,1929,
Romain,5,F,1929,2
Rosenia,5,F,1929,2
Ruthalee,6,F,1929,2
Shirlee,5,M,1929,
Suyeko,5,F,1929,2
Veon,5,M,1929,
Vessie,5,M,1929,
Virsie,6,F,1929,2
Walmer,6,M,1929,
Waneita,5,F,1929,2
Zelline,5,F,1929,2
Afred,6,M,1930,
Alfanso,5,M,1930,
Alga,5,M,1930,
Alvert,5,M,1930,
Alvine,5,M,1930,
Barnwell,5,M,1930,
Berthina,5,F,1930,
Bonell,5,F,1930,
Chinester,5,F,1930,
Claranell,5,F,1930,
Clawson,5,M,1930,
Cobbie,5,M,1930,
Consepcion,6,M,1930,
Doloria,5,F,1930,
Dolres,5,F,1930,
Donelia,5,F,1930,
Dretha,5,F,1930,
Duna,8,F,1930,
Duveen,5,F,1930,
Earnease,6,F,1930,
Elice,7,M,1930,
Elles,5,M,1930,
Erlys,5,F,1930,
Erno,5,M,1930,
Evajo,5,F,1930,
Farice,5,F,1930,
Fernell,5,F,1930,
Florrine,5,F,1930,
Girther,5,F,1930,
Hartzel,5,M,1930,
Hercilia,5,F,1930,
Hylton,5,M,1930,
Innis,5,F,1930,
Jerrylene,5,F,1930,
Keither,5,M,1930,
Lalar,5,F,1930,
